id,description
366387,"Anfrage nach dem Berliner Informationsfreiheitsgesetz, VIG

Guten Tag,

Ich bitte um Auskunft zu allen durch die Senatsverwaltung für Bildung, Jugend und Familie (SenBJF) genehmigten wissenschaftlichen Forschungsvorhaben an Berliner Schulen, bei denen eine randomisierte Zuweisung von Teilnehmenden zu Interventions- und Kontrollgruppen vorgesehen war (randomisierte Interventionsstudien, auch: RCTs, randomisierte kontrollierte Studien oder A/B-Studien). Ich bitte um Auskunft für die Zeiträume 2024 und 2025 (jeweils Kalenderjahr).

Konkret bitte ich für jede betreffende Studie um folgende Informationen:
1. Studienbezeichnung sowie Themenfeld oder Art der Intervention. Sofern öffentliche Dokumente zur Studie existieren (z. B. Registrierungen in Studienregistern, Projektseiten, Publikationen), bitte ich zusätzlich um Angabe eines entsprechenden Links.
2. Name der antragstellenden Organisation bzw. Institution. Sofern die Antragstellung durch eine Privatperson erfolgte und die Nennung des Namens aus datenschutzrechtlichen Gründen nicht möglich ist, genügt die Angabe der Initiatorenart (z. B. Hochschule, außeruniversitäre Forschungseinrichtung, gemeinnützige Organisation, Unternehmen, Privatperson).
3. Genehmigtes Startdatum der Studie sowie gemeldetes oder geplantes Abschlussdatum.
4. Verfahrensdauer: Datum des Eingangs des ersten Genehmigungsantrags sowie – daraus ableitbar – die Dauer zwischen Antragseingang und genehmigtem Studienstart.

Sofern einzelne Informationen aus datenschutzrechtlichen oder sonstigen gesetzlichen Gründen nicht vollständig mitgeteilt werden können, bitte ich um Auskunft in anonymisierter oder aggregierter Form, soweit dies möglich ist, sowie um eine Begründung für etwaige Ausnahmen gemäß § 6 IFG Berlin.

Dies ist ein Antrag auf Akteneinsicht bzw. Aktenauskunft nach § 3 Abs. 1 Berliner Informationsfreiheitsgesetz (IFG) bzw. nach § 2 Abs. 1 des Gesetzes zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Verbraucherinformationen nach § 2 Abs. 1 VIG betroffen sind.

Ausschlussgründe liegen meines Erachtens nicht vor.

Ich möchte Sie darum bitten, mich vorab über den voraussichtlichen Verwaltungsaufwand sowie die voraussichtlichen Kosten für die Akteneinsicht bzw. Aktenauskunft zu informieren. Soweit Verbraucherinformationen betroffen sind, bitte ich Sie zu prüfen, ob Sie mir die erbetene Akteneinsicht bzw. Aktenauskunft nach § 7 Abs. 1 Satz 2 VIG auf elektronischem Wege kostenfrei gewähren können.

Ich verweise auf § 14 Abs. 1 Satz 1 IFG und bitte Sie, ohne Zeitverzug über den Antrag zu entscheiden. Soweit Verbraucherinformationen betroffen sind, verweise ich auf § 5 Abs. 2 VIG und bitte Sie, mir die erbetenen Informationen baldmöglichst, spätestens bis zum Ablauf eines Monats nach Antragszugang zugänglich zu machen. Sollten Sie den Antrag ablehnen, gilt dafür nach § 15 Abs. 5 IFG Berlin eine Frist von zwei Wochen.

Ich widerspreche ausdrücklich der Weitergabe meiner Daten an Dritte. 

Ich möchte Sie um eine Antwort in elektronischer Form (E-Mail) und um eine Empfangsbestätigung bitten. Vielen Dank für Ihre Mühe!

Mit freundlichen Grüßen"
365663,Die Evaluation des Versammlungsfreiheitsgesetzes (https://www.berlin.de/sen/inneres/sicherheit/innovation-wissenschaftsvernetzung-und-forschung/forschungsauftraege/evaluation-versfg/evaluation-versfg-1527130.php)
366306,"die am 12.10.2022 im Gemeinderat Königsfeld verabschiedete Änderung des Flächennutzungsplanes ""Falkenmoos"" erforderte damals eine Stellungnahme des Landwirtschaftsamtes. Bitte senden Sie mir Ihre Stellungsnahme von 2022 zu.
Herzlichen Dank für die Mühe."
366121,"1. Wann haben die beiden letzten lebensmittelrechtlichen Betriebsüberprüfungen im folgenden Betrieb stattgefunden:
compleat
Rheinstraße 16a
64283 Darmstadt

2. Kam es hierbei zu Beanstandungen? Falls ja, beantrage ich hiermit die Herausgabe des entsprechenden Kontrollberichts an mich."
359862,"Ich bitte um Zugang zu den bei Ihrem Gericht vorhandenen Informationen, Unterlagen und Beschreibungen der tatsächlichen Verwaltungspraxis sowie der tatsächlichen Praxis Ihrer justiziellen Tätigkeit im Zusammenhang mit der Verarbeitung und Nutzung von Meldedaten.
Es wird davon ausgegangen, dass insoweit keine relevanten Unterschiede zwischen Verwaltungs- und justizieller Praxis bestehen. Sollte diese Annahme unzutreffend sein, bitte ich um entsprechende Information.
Frage 1 (Ja/Nein):
Liegt Ihrem Gericht eine dokumentierte Rechtsaufassung, Dienstanweisung oder sonstige interne Vorgabe zugrunde die beinhaltet das die Schutzwirkung des § 51 BMG auch für Ihr Gericht bei der Verarbeitung von Meldedaten gilt?
☐ Ja
☐ Nein
Wenn ja, welche und wenn nein bitte weiter bei Frage 7
Frage 2
Liegen amtliche Informationen vor die beinhaltet, welche technischen und organisatorischen Maßnahmen bestehen in Ihrer Institution, um sicherzustellen, dass Wohnanschriften von Personen mit eingetragener Auskunftssperre nicht uneingeschränkt von allen Mitarbeitenden des Gerichts abgerufen werden können?
Frage 3
Ist der Umstand, dass es sich um eine auskunftsgesperrte Anschrift handelt, als eigenständige Eigenschaft des Datensatzes dort und in den von Ihnen genutzten Fach- oder Dokumentationssystemen hinterlegt, sodass diese Information systematisch und nicht lediglich manuell und in Ausnahmefällen z.B. durch stetes Bitten des Betroffenen oder einen sehr wachsamen Anwender des Systems berücksichtigt wird?
Frage 4
Wird eine Adresse bei Vorliegen einer Auskunftssperre bei der weiteren Verarbeitung der Daten – insbesondere bei der Anlage und Führung von (elektronischen) Akten – automatisiert berücksichtigt, etwa durch technische Zugriffsbeschränkungen, Rollen- und Berechtigungskonzepte oder andere systemseitige Steuerungsmechanismen? 
Frage 5
Wie wird bei der Erstellung gerichtlicher Schreiben und sonstiger automatisch oder teilautomatisiert erzeugter Dokumente sichergestellt, dass auskunftsgesperrte Anschriften nicht standardmäßig in Schreiben übernommen oder ausgegeben werden? 
Frage 6
Inwieweit werden die Mitarbeitenden des Gerichts durch technische Hilfsmittel, verbindliche Verfahrensstandards sowie Schulungs- und Sensibilisierungsmaßnahmen dabei unterstützt, die besondere Schutzbedürftigkeit auskunftsgesperrter Daten im Arbeitsalltag zuverlässig zu berücksichtigen? 

Soweit zu den Fragen eins bis sechs amtliche Informationen in Form von Unterlagen oder Aufzeichnungen vorliegen, die Informationen zur erfragten Thematik beinhaltet, bitte ich um deren Benennung und vollständige oder teilweise Zugänglichmachung.
Frage 7, nur wenn Frage 1 mit nein beantwortet wurde: 
Welche internen Unterlagen, Stellungnahmen oder Regelungen liegen vor, aus denen sich ergibt, dass § 51 BMG nach Auffassung Ihres Gerichts für dieses keine Anwendung findet? Bitte übersenden Sie mir diese.
Frage 8
Liegen Ihrem Gericht amtliche Informationen wie eine dokumentierte Rechtsaufassung, Dienstanweisung, Anleitungen für die Mitarbeiter, Schulungsunterlagen und interne Vorgaben vor, die sicheren geeignet verschlüsselten Datenaustausch mit externen Beteiligten, z.B. Anwälten, oder auch Jugendämtern oder Ausländerbehörden beinhalten? Dabei geht es ausdrücklich nicht nur um das elektronische Behördenpostfach (beBPo) oder das Anwaltspostfach (beA) sondern auch um Datenträger, die regelmäßig postalisch versendet werden, wenn die Datenmenge die Möglichkeiten dieser technischen Lösungen überschreitet. Wenn ja legen Sie diese vor."
366258,"Die Prüfungsbögen mit den Fragen für den Zweiten Abschnitt der Ärztlichen Prüfung im Frühjahr 2025 einschließlich des Bildmaterials sowie Musterlösungen oder Korrekturhinweise.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/335897"
366382,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Chemie aus dem Jahr 2021 in Bayern.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/224609"
366381,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Chemie aus dem Jahr 2022 in Bayern.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/289515"
366384,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Chemie aus dem Jahr 2020 in Bayern.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/192603"
366380,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Chemie aus dem Jahr 2023 in Bayern. Mein Sohn wird 2024 das Abitur ablegen und bennötigt diese Aufgaben zur Vorbereitung.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/294883"
366379,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Chemie aus dem Jahr 2024 in Bayern, um damit für das diesjährige Abitur zu üben.  

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/329392"
366377,"Die Aufgaben, Erwartungshorizonte und Lösungen für die Abitur-Prüfung im Fach Chemie aus dem Jahr 2025 in Bayern."
366383,"Die Prüfungsbögen mit den Fragen für den Zweiten Abschnitt der Ärztlichen Prüfung im Frühjahr 2025 einschließlich des Bildmaterials sowie Musterlösungen oder Korrekturhinweise.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/335897"
366378,"Die Prüfungsbögen mit den Fragen für den Zweiten Abschnitt der Ärztlichen Prüfung im Frühjahr 2025 einschließlich des Bildmaterials sowie Musterlösungen oder Korrekturhinweise.

Ich verweise auf eine Anfrage auf FragDenStaat, der Sie Zugang zu den angefragten Dokumenten gewährt haben: https://fragdenstaat.de/a/335897"
365377,die Übersendung einer möglichst vollständigen Liste aller derzeit als „angespannter Wohnungsmarkt“ ausgewiesenen Gebiete gemäß § 201a BauGB auf kommunaler Ebene.
366376,"Wie hoch wird der Sanierunsgbedarf für den Basketballplatz am RBZ Technik eingeschätzt. Welches Amt ist für diesen aktell deaktivierten Platz zuständig. Wie sehen die Planungen dafür aus, den Platz wieder in Betrieb zu nehmen und was wären dafür die Voraussetzungen? Gibt es eine Liste der Sportstätten der Stadt Kiel? Wenn ja, würde ich gerne eine Kopie haben."
365379,die Übersendung einer möglichst vollständigen Liste aller derzeit als „angespannter Wohnungsmarkt“ ausgewiesenen Gebiete gemäß § 201a BauGB auf kommunaler Ebene.
365547,die Übersendung einer möglichst vollständigen Liste aller derzeit als „angespannter Wohnungsmarkt“ ausgewiesenen Gebiete gemäß § 201a BauGB auf kommunaler Ebene.
365982,"Ich beantrage Zugang zu den bei Ihnen vorhandenen digitalen Haushaltsdaten der Stadt Jülich, insbesondere:

den zugrunde liegenden Datensätzen der Haushaltspläne (Ergebnis- und Finanzhaushalt),
den Daten der Jahresabschlüsse,
etwaigen Nachtragshaushalten,
sowie den zugehörigen Detaildaten auf Ebene von Produktgruppen, Produkten und Konten.

Ich bitte um Bereitstellung dieser Informationen in der Form, in der sie innerhalb Ihrer Verwaltung vorliegen, insbesondere als strukturierte Datensätze (z. B. aus Finanzsoftware exportierte Tabellen, Datenbankauszüge oder vergleichbare Formate wie CSV, Excel, XML oder JSON).

Sofern die Daten in mehreren Teilsystemen vorliegen, bitte ich um eine entsprechende Aufschlüsselung.

Sollten Teile der angefragten Informationen nicht oder nur mit unverhältnismäßigem Aufwand zugänglich sein, bitte ich um eine nachvollziehbare Begründung unter Angabe der jeweiligen Rechtsgrundlage.

Ich bitte zudem um Mitteilung,

in welchen Systemen die Haushaltsdaten verwaltet werden,
in welchen Formaten diese dort vorliegen,
und ob standardisierte Exportfunktionen vorhanden sind.

Ich bevorzuge die Übermittlung der Informationen in elektronischer Form.

Mit Verweis auf § 7 IFG NRW bitte ich um eine Entscheidung innerhalb der gesetzlichen Frist."
363841,"Sehr geehrte Damen und Herren,

hiermit stelle ich als Bürger eine Anfrage zur Verkehrssituation und zur Kontrollpflicht der Stadt im Bereich folgender Straßen:

Ahornstraße, Behringstraße, Edmundstraße, Emil-Fischer-Straße, Körnerstraße, Schützenstraße, Ter-Meer-Straße, Topsstraße und Weilerstraße.

Die Zustände in diesem Quartier sind für Fußgänger und Rettungskräfte unhaltbar. 

Ich bitte um Auskunft zu folgenden Punkten:

Mangelnde Kontrollpräsenz und Untätigkeit: 

Es ist festzustellen, dass Ordnungskräfte (KOD/Polizei) in diesem Bereich kaum präsent sind. Wenn jedoch ab und zu Dienstfahrzeuge das Quartier durchfahren, erfolgt keinerlei sichtbare Kontrolle oder Ahndung der massiven Parkverstöße (z. B. Parken in Kreuzungsbereichen, Blockieren von Gehwegen). Wie begründet die Stadtverwaltung die Vernachlässigung ihrer Kontrollpflicht in diesem Bereich?

Gefährdung durch Sichtbehinderung: 

Die Kreuzungsbereiche sind so massiv zugeparkt, dass man als Fußgänger beim Überqueren der Straße um seine Sicherheit fürchten muss, da herankommende Fahrzeuge nicht eingesehen werden können. Warum erfolgt hier keine konsequente Kontrolle und Ahndung der Verstöße, bevor durch Messungen (Zollstock-Prüfung der Restfahrbahnbreite) erst mühsam nachgewiesen werden muss, was offensichtlich regelwidrig ist? Wartet die Stadtverwaltung erst auf ein schweres Unglück?

Sicherung der Rettungswege: 

In anderen Stadtteilen (z. B. Krefeld-Hüls) wurden bereits Testfahrten der Feuerwehr zur Sicherung der Durchfahrtsbreiten durchgeführt. Warum findet eine solche Prüfung in diesem Quartier in Uerdingen nicht statt, obwohl die Zufahrt für Rettungskräfte, die Müllabfuhr und die Post durch die Parksituation massiv behindert wird?

Zweckentfremdung von Gehwegen: 

Insbesondere in der Schützenstraße wird der schmale Bürgersteig von Fahrzeugen als Fahrspur missbraucht, um an Hindernissen vorbeizukommen. Welche konkreten Maßnahmen plant die Stadt, um diesen gefährlichen Zustand zu beenden und die Einhaltung der StVO ohne ""Betteln"" seitens der Bürger durchzusetzen?

Es liegt in der Eigenverantwortung der Fahrzeughalter, für einen legalen Stellplatz zu sorgen. Es kann nicht sein, dass die Stadt dieses egoistische Verhalten zulasten der Sicherheit von Kindern, Senioren und Rettungskräften duldet.

Ich bedanke mich für Ihre Auskunft

Mit freundlichen Grüßen

<< Antragsteller:in >> << Antragsteller:in >>"
363019,"bitte senden Sie mir eine Liste der bereits nach Konsumcannabisgesetz genehmigten Anbauvereinigungen mit Name, Ort und soweit möglich auch Kontaktdaten zu."
365374,wir bitten um die Übersendung einer möglichst vollständigen Liste aller derzeit als „angespannter Wohnungsmarkt“ ausgewiesenen Gebiete gemäß § 201a BauGB auf kommunaler Ebene.
359660,"- Summe der seit 2020 erhaltenen Zahlungen im Rahmen des Windenergieanlagenabgabengesetz (BbgWindAbgG) bzw. des Photovoltaik-Freiflächenanlagen-Abgabengesetz (BbgPVAbgG);
- Summe für weitere nach § 6 EEG erhaltene Zahlungen.

Ich bitte um getrennte Aufschlüsselung nach Einnahmequelle, Kalenderjahr und ggf. Gemeinde.

Darüber hinaus beantrage ich Zugang zu Informationen, die Aufschluss über die Mittelverwendung geben, beispielsweise:

- Soweit vorhanden: Aufschlüsselung der Haushaltsposten, für die Zahlungen verwendet wurden,
- Informationen über Kriterien der Mittelverwendung.

Auch hier bitte ich um getrennte Aufschlüsselung nach Einnahmequelle (BbgWindAbgG, BbgPVAbgG, EEG) und Kalenderjahr.

Sollten die Beantwortung der beiden Fragenkomplexe unterschiedlich aufwendig sein, bitte ich darum, diejenigen Informationen, die schnell verfügbar sind, mir im Wege eines Teilbescheids vorab zur Verfügung zu stellen.

Bei den angefragten Informationen handelt es sich um Umweltinformationen im Sinne des brandenburgischen Umweltinformationsgesetzes in Verbindung mit dem Bundesumweltinformationsgesetz (§§ 1 BbgUIG, 2 Abs. 3 Nr. 3 UIG). Bei den Zahlungen und der Mittelverwendung handelt es sich um Instrumente zur Akzeptanzförderung in Bezug auf Windenergieanlagen (s. § 4 BbgWindAbgG) bzw. Solarfreiflächenanlagen (s. § 4 BbgPVAbgG i.V.m. §22b Abs. 6 EEG). Die Zahlungen sowie ihre Verwendung sind daher nicht nur dazu geeignet, sondern sogar dazu bestimmt, Auswirkungen auf den Einsatz von den genannten Quellen erneuerbarer Energie zu haben und damit am Energiemix und seinen positiven Umwelt- und Klimaauswirkungen."
365144,"1. Wann haben die beiden letzten lebensmittelrechtlichen Betriebsüberprüfungen im folgenden Betrieb stattgefunden:
„Saigon“ Asia-Imbiss
Kräme 10
06567 Bad Frankenhausen/Kyffhäuser

2. Kam es hierbei zu Beanstandungen? Falls ja, beantrage ich hiermit die Herausgabe des entsprechenden Kontrollberichts an mich."
364207,"die unzulässigen Inhalte, Hassreden oder unangebrachte Kommentare/Posts, die das KI-Projekt ""Social Intranet - Toxische Sprache"" nötig machen"
356117,"Antrag nach dem Informationsfreiheitsgesetz NRW, UIG NRW, VIG

Guten Tag, 

bitte senden Sie mir unter Bezugnahme auf https://ga.de/bonn/stadt-bonn/stadtwerke-bonn-stellen-sich-gegen-oberbuergermeister-gudio-deus_aid-140862653 Folgendes zu:

1. Sämtliche Korrespondenz zwischen der Stadt und den SWB in dieser Angelegenheit seit 11/2025, insbesondere die Weisung von Herrn Siegberg.
2. Sämtliche internen Vermerke hierzu, ebenso wie bei Dritten (z.B. Kanzleien) in Auftrag gegebene Einschätzungen hierzu.


Dies ist ein Antrag nach dem Gesetz über die Freiheit des Zugangs zu Informationen für das Land Nordrhein-Westfalen (Informationsfreiheitsgesetz Nordrhein-Westfalen – IFG NRW), dem Umweltinformationsgesetz Nordrhein-Westfalen (soweit Umweltinformationen betroffen sind) und dem Verbraucherinformationsgesetz des Bundes (soweit Verbraucherinformationen betroffen sind).

Ausschlussgründe liegen meines Erachtens nicht vor.

Aus Gründen der Billigkeit und insbesondere auf Grund des Umstands, dass die Auskunft in gemeinnütziger Art der Öffentlichkeit zur Verfügung gestellt werden wird, bitte ich Sie, nach § 2 VerwGebO IFG NRW von der Erhebung von Gebühren abzusehen. Soweit Umweltinformationen betroffen sind, handelt es sich hierbei um eine einfache Anfrage nach §5 (2) UIG NRW.

Sollte die Aktenauskunft Ihres Erachtens gebührenpflichtig sein, bitte ich Sie, mir dies vorab mitzuteilen und dabei die Höhe der Kosten anzugeben. Auslagen dürfen nicht erhoben werden, da es dafür keine gesetzliche Grundlage gibt.

Ich verweise auf § 5 Abs. 2 IFG NRW, § 2 UIG NRW und bitte Sie, mir die erbetenen Informationen unverzüglich, spätestens nach Ablauf eines Monats zugänglich zu machen.

Sollten Sie für diesen Antrag nicht zuständig sein, möchte ich Sie bitten, ihn an die zuständige Behörde weiterzuleiten und mich darüber zu unterrichten. Ich widerspreche ausdrücklich der Weitergabe meiner Daten an Dritte. 

Nach §5 Abs. 1 Satz 5 IFG NRW bitte ich Sie um eine Antwort in elektronischer Form (E-Mail).
Ich möchte Sie um Empfangsbestätigung bitten und danke Ihnen für Ihre Mühe!

Mit freundlichen Grüßen"
304562,die Protokolle aller 203 Sitzungen des Corona-Krisenstabs der Stadt Köln.
362748,"1) sämtliche Unterlagen zur Abschätzung der Gestamt-Minderungswirkung des Klimaschutzprogramms entsprechend dem Entwurf Ihres Hauses
2) sämtlichen Unterlagen zur Abschätzung der Minderungswirkung der einzelnen Maßnahmen, die in den Entwurf Ihres Hauses für ein Klimaschutzprogramm 2026 aufgenommen wurden.
2) sämtlich Unterlagen, insbesondere Emails, Vorlagen und Vermerke, zu der Frage, ob und in welchem Umfang die Ressorts bei der Zulieferung von Klimaschutzmaßnahmen auch eine Abschätzung der Minderungswirkung mitliefern sollen. 

Bei den erbetenen Informationen dürfte es sich um Umweltinformationen i.S.d. UIG und darüber hinaus um Informationen über Emissionen handeln."
365094,"Anfrage nach dem Berliner Informationsfreiheitsgesetz, VIG

Guten Tag,

bitte senden Sie mir die Notenaushänge für die zweite juristische Staatsprüfung wie der derzeit hier veröffentlichte Aushang: https://www.berlin.de/sen/justiz/juristenausbildung/juristische-pruefungen/artikel.264039.php – aus allen Vorjahren, in denen ein solcher Aushang veröffentlicht wurde, zu.

Dies ist ein Antrag auf Akteneinsicht bzw. Aktenauskunft nach § 3 Abs. 1 Berliner Informationsfreiheitsgesetz (IFG) bzw. nach § 2 Abs. 1 des Gesetzes zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Verbraucherinformationen nach § 2 Abs. 1 VIG betroffen sind.

Ausschlussgründe liegen meines Erachtens nicht vor.

Ich möchte Sie darum bitten, mich vorab über den voraussichtlichen Verwaltungsaufwand sowie die voraussichtlichen Kosten für die Akteneinsicht bzw. Aktenauskunft zu informieren. Soweit Verbraucherinformationen betroffen sind, bitte ich Sie zu prüfen, ob Sie mir die erbetene Akteneinsicht bzw. Aktenauskunft nach § 7 Abs. 1 Satz 2 VIG auf elektronischem Wege kostenfrei gewähren können.

Ich verweise auf § 14 Abs. 1 Satz 1 IFG und bitte Sie, ohne Zeitverzug über den Antrag zu entscheiden. Soweit Verbraucherinformationen betroffen sind, verweise ich auf § 5 Abs. 2 VIG und bitte Sie, mir die erbetenen Informationen baldmöglichst, spätestens bis zum Ablauf eines Monats nach Antragszugang zugänglich zu machen. Sollten Sie den Antrag ablehnen, gilt dafür nach § 15 Abs. 5 IFG Berlin eine Frist von zwei Wochen.

Ich widerspreche ausdrücklich der Weitergabe meiner Daten an Dritte. 

Ich möchte Sie um eine Antwort in elektronischer Form (E-Mail) und um eine Empfangsbestätigung bitten. Vielen Dank für Ihre Mühe!

Mit freundlichen Grüßen"
354484,"- Zwischenberichte und Abschlussbericht zum Pilotprojekt: Markierungen den Überholabstand von Kfz Fahrenden beim Überholen von Radfahrenden messen
- Vermerke zum möglichen Einsatz der erprobten Maßnahme
- gegebenfalls weitere gerichtsfeste Lösung zur Messung des Mindestabstands beim Überholen von Radfahrenden die von Ihnen im Land NRW eingesetzt wird.

Begründung:
Im Jahr 2024 hat die Polizei im Rahmen eines Pilotprojekts an fünf Orten in NRW mithilfe von Markierungen den Überholabstand von Kfz Fahrenden beim Überholen von Radfahrenden erprobt und kontrolliert.

Ich begrüße ihr Pilotprojekt, da ich als Radfahrender Familienvater mit meinem Sohn fast täglich zu eng überholt werde. Mir machen diese zu engen Überholvorgänge Angst und sie gefährden mich und mein Kind. Ich wünsche mir daher das ihr Pilotprojekt in der täglichen Praxis Anwendung findet und entsprechende Messungen von der Polizei in NRW durchgeführt werden.

Seit Ende des Pilotprojekts dürfte in der Zwischenzeit über ein Jahr vergangen sein. Nun stellt sich die Frage, welche Ergebnisse ziehen die Kreispolizeibehörde, und Sie, die LZPD und das Innenministerium aus dem Projekt. 

Gibt es einen Abschlussbericht, der die angewendeten Messverfahren aufzeigt, Ergebnisse zusammenfasst und weitere Handlungen empfiehlt?
___
https://rp-online.de/nrw/staedte/hilden/pilotprojekt-in-hilden-polizei-testet-abstandsmessungen-fahrrad-auto_aid-116209041
https://www.aachener-zeitung.de/lokales/region-dueren/dueren/mehr-sicherheit-fuer-radfahrer-polizei-kontrolliert-mindestabstand/15749707.html

Auf Bundesebene hatte ich hierzu bereits folgende Anfrage gestellt: https://fragdenstaat.de/anfrage/gerichtsfeste-technische-loesungen-zur-messung-des-mindestabstands-beim-ueberholen-von-radfahrenden/"
366393,"1. Wann haben die beiden letzten lebensmittelrechtlichen Betriebsüberprüfungen im folgenden Betrieb stattgefunden:
Backwerk
Wittekindstraße 10

2. Kam es hierbei zu Beanstandungen? Falls ja, beantrage ich hiermit die Herausgabe des entsprechenden Kontrollberichts an mich."
365659,"Guten Tag,

Bitte senden Sie mir die Prüfungsunterlagen des zweiten Abschnitts der ärztlichen Prüfung (M2) aus dem Frühjahr 2025, einschließlich Prüfungsfragen, Antwortoptionen, Musterlösungen, Korrekturhinweise und sämtliches Bildmaterial zu. 

Da entsprechende Unterlagen bereits im Rahmen einer Anfrage vom 28. August 2025 an Dritte herausgegeben wurden, bitte ich um Gleichbehandlung."
364699,"Antrag nach dem IFG/UIG/VIG

Sehr geehrte Damen und Herren,


bezüglich der angestrebten Reformen im Familienrecht steht das BMJV im Austausch mit Teilen des Zivilgesellschaft. 

Bitte senden Sie mir eine Liste der Fachverbände und zivilgesellschaftlichen Organisationen, mit denen sich Vertreter(innen) des Minteriums in 2025 diesbezüglich zu Gesprächen getroffen haben.

Diese Anfrage umfasst mit ""Familienrecht"" die Rechtsbereiche Kindschafts-, Sorge-, Umgangs- und Unterhaltsrecht sowie Gewaltschutz.
 
Dies ist ein Antrag auf Zugang zu amtlichen Informationen nach § 1 des Gesetzes zur Regelung des Zugangs zu Informationen des Bundes (IFG) sowie § 3 Umweltinformationsgesetz (UIG), soweit Umweltinformationen im Sinne des § 2 Abs. 3 UIG betroffen sind, sowie § 1 des Gesetzes zur Verbesserung der gesundheitsbezogenen Verbraucherinformation (VIG), soweit Informationen im Sinne des § 1 Abs. 1 VIG betroffen sind.

Sollte der Informationszugang Ihres Erachtens gebührenpflichtig sein, möchte ich Sie bitten, mir dies vorab mitzuteilen und detailliert die zu erwartenden Kosten aufzuschlüsseln. Meines Erachtens handelt es sich um eine einfache Auskunft. Gebühren fallen somit nach § 10 IFG bzw. den anderen Vorschriften nicht an. Auslagen dürfen nach BVerwG 7 C 6.15 nicht berechnet werden. Sollten Sie Gebühren veranschlagen wollen, bitte ich gemäß § 2 IFGGebV um Befreiung oder hilfsweise Ermäßigung der Gebühren.

Ich verweise auf § 7 Abs. 5 IFG/§ 3 Abs. 3 Satz 2 Nr. 1 UIG/§ 4 Abs. 2 VIG und bitte Sie, mir die erbetenen Informationen so schnell wie möglich, spätestens nach Ablauf eines Monats zugänglich zu machen. Kann diese Frist nicht eingehalten werden, müssen Sie mich darüber innerhalb der Frist informieren.

Ich bitte Sie um eine Antwort per E-Mail gemäß § 1 Abs. 2 IFG. Ich widerspreche ausdrücklich der Weitergabe meiner Daten an behördenexterne Dritte. Sollten Sie meinen Antrag ablehnen wollen, bitte ich um Mitteilung der Dokumententitel und eine ausführliche Begründung.

Ich möchte Sie um eine Empfangsbestätigung bitten und danke Ihnen für Ihre Mühe!

Mit freundlichen Grüßen"
